-100.000000 0
-98.500000 0
-97.000000 0
-95.500000 0
-94.000000 0
-92.500000 0
-91.000000 0
-89.500000 0
-88.000000 0
-86.500000 0
-85.000000 0
-83.500000 0
-82.000000 0
-80.500000 0
-79.000000 0
-77.500000 0
-76.000000 0
-74.500000 0
-73.000000 0
-71.500000 0
-70.000000 0
-68.500000 0
-67.000000 0
-65.500000 0
-64.000000 0
-62.500000 0
-61.000000 0
-59.500000 0
-58.000000 0
-56.500000 0
-55.000000 0
-53.500000 0
-52.000000 0
-50.500000 0
-49.000000 3.11288055709e-13
-47.500000 7.84259728721e-12
-46.000000 5.64000045653e-11
-44.500000 2.84137497677e-10
-43.000000 9.86136364356e-10
-41.500000 2.65218991567e-09
-40.000000 5.54497357829e-09
-38.500000 9.18557060298e-09
-37.000000 1.34126751059e-08
-35.500000 1.89939749765e-08
-34.000000 2.56287061817e-08
-32.500000 3.18267134751e-08
-31.000000 3.69187492964e-08
-29.500000 4.1820208546e-08
-28.000000 4.69036991909e-08
-26.500000 4.99030986475e-08
-25.000000 4.9878797479e-08
-23.500000 5.00423536139e-08
-22.000000 5.19686257006e-08
-20.500000 5.42262705061e-08
-19.000000 5.73228384901e-08
-17.500000 6.15998772484e-08
-16.000000 6.3372380914e-08
-14.500000 6.02495463232e-08
-13.000000 5.47257545814e-08
-11.500000 4.92775801681e-08
-10.000000 4.55482209763e-08
-8.500000 4.61268055917e-08
-7.000000 5.15935462689e-08
-5.500000 5.96174896429e-08
-4.000000 6.69828867632e-08
-2.500000 7.08453410754e-08
-1.000000 7.11983176693e-08
0.500000 7.12430709463e-08
2.000000 7.32971988509e-08
3.500000 7.71823659906e-08
5.000000 8.22456352797e-08
6.500000 8.6421603254e-08
8.000000 8.76861428533e-08
9.500000 8.69677689075e-08
11.000000 8.4887434763e-08
12.500000 8.1251830887e-08
14.000000 7.76653023784e-08
15.500000 7.50259086073e-08
17.000000 7.36435857729e-08
18.500000 7.31567445975e-08
20.000000 7.07546003872e-08
21.500000 6.56932115074e-08
23.000000 5.99377074154e-08
24.500000 5.32390922106e-08
26.000000 4.43472260949e-08
27.500000 3.37241220405e-08
29.000000 2.31391184898e-08
30.500000 1.41942782592e-08
32.000000 7.46165047653e-09
33.500000 3.14252100629e-09
35.000000 1.01897800443e-09
36.500000 2.48465589973e-10
38.000000 4.01976359258e-11
39.500000 4.17751231343e-12
41.000000 0
42.500000 0
44.000000 0
45.500000 0
47.000000 0
48.500000 0
50.000000 0
51.500000 0
53.000000 0
54.500000 0
56.000000 0
57.500000 0
59.000000 0
60.500000 0
62.000000 0
63.500000 0
65.000000 0
66.500000 0
68.000000 0
69.500000 0
71.000000 0
72.500000 0
74.000000 0
75.500000 0
77.000000 0
78.500000 0
80.000000 0
81.500000 0
83.000000 0
84.500000 0
86.000000 0
87.500000 0
89.000000 0
90.500000 0
92.000000 0
93.500000 0
95.000000 0
96.500000 0
98.000000 0
99.500000 0
