-100.0 0.0 0.0
-98.5 0.0 0.0
-97.0 0.0 0.0
-95.5 0.0 0.0
-94.0 0.0 0.0
-92.5 0.0 0.0
-91.0 0.0 0.0
-89.5 0.0 0.0
-88.0 0.0 0.0
-86.5 0.0 0.0
-85.0 0.0 0.0
-83.5 0.0 0.0
-82.0 0.0 0.0
-80.5 0.0 0.0
-79.0 0.0 0.0
-77.5 0.0 0.0
-76.0 0.0 0.0
-74.5 0.0 0.0
-73.0 0.0 0.0
-71.5 0.0 0.0
-70.0 0.0 0.0
-68.5 0.0 0.0
-67.0 0.0 0.0
-65.5 0.0 0.0
-64.0 0.0 0.0
-62.5 0.0 0.0
-61.0 0.0 0.0
-59.5 0.0 0.0
-58.0 0.0 0.0
-56.5 0.0 0.0
-55.0 0.0 0.0
-53.5 0.0 0.0
-52.0 0.0 0.0
-50.5 0.0 0.0
-49.0 0.0 0.0
-47.5 0.0 0.0
-46.0 0.0 0.0
-44.5 0.0 0.0
-43.0 0.0 0.0
-41.5 0.0 0.0
-40.0 0.0 0.0
-38.5 0.0 0.0
-37.0 0.0 0.0
-35.5 0.0 0.0
-34.0 0.0 0.0
-32.5 0.0 0.0
-31.0 0.0 0.0
-29.5 0.0 0.0
-28.0 0.0 0.0
-26.5 0.0 0.0
-25.0 1.6666666666666667e-05 0.0
-23.5 1.7500000000000002e-05 3.650715225959839e-06
-22.0 0.00010016666666666664 1.0982845515752992e-05
-20.5 0.00016216666666666663 1.8018415570279753e-05
-19.0 0.00014016666666666667 2.079980466972084e-05
-17.5 0.00025649999999999995 2.9195632562393542e-05
-16.0 0.0001475 2.8660225570324165e-05
-14.5 0.00016150000000000005 1.8606776217607427e-05
-13.0 0.00018166666666666667 2.1646584840138228e-05
-11.5 0.0002838333333333333 2.9153315847701173e-05
-10.0 0.00032400000000000007 3.0824800894220716e-05
-8.5 0.00041850000000000004 3.66907634318519e-05
-7.0 0.0003558333333333333 3.41133483950277e-05
-5.5 0.0003481666666666666 2.7102395519089762e-05
-4.0 0.00029883333333333335 2.8940804168223776e-05
-2.5 0.0003631666666666667 3.385906951029894e-05
-1.0 0.0004083333333333334 3.888888888888889e-05
0.5 0.0004735 3.1966505337996056e-05
2.0 0.0004855 3.139615094325462e-05
3.5 0.000453 4.119292977592307e-05
5.0 0.0003918333333333334 3.4123217014137744e-05
6.5 0.00034733333333333334 2.7187671332845084e-05
8.0 0.0004176666666666666 2.9188423823451282e-05
9.5 0.0003575 2.443238913017525e-05
11.0 0.0002911666666666667 2.6638769077368245e-05
12.5 0.00030983333333333335 2.8038673788784913e-05
14.0 0.00011033333333333332 2.2194427061597973e-05
15.5 0.00015033333333333335 2.3922339746458864e-05
17.0 0.00010749999999999996 2.443238913017524e-05
18.5 6.15e-05 1.963399671896921e-05
20.0 4.45e-05 1.7576991132840418e-05
21.5 5.766666666666668e-05 1.6986823968952777e-05
23.0 7.333333333333335e-06 1.0678444675880817e-05
24.5 2.85e-05 7.600800359534477e-06
26.0 2.5e-06 5.981171354710612e-06
27.5 0.0 0.0
29.0 0.0 0.0
30.5 0.0 0.0
32.0 0.0 0.0
33.5 0.0 0.0
35.0 0.0 0.0
36.5 0.0 0.0
38.0 0.0 0.0
39.5 0.0 0.0
41.0 0.0 0.0
42.5 0.0 0.0
44.0 0.0 0.0
45.5 0.0 0.0
47.0 0.0 0.0
48.5 0.0 0.0
50.0 0.0 0.0
51.5 0.0 0.0
53.0 0.0 0.0
54.5 0.0 0.0
56.0 0.0 0.0
57.5 0.0 0.0
59.0 0.0 0.0
60.5 0.0 0.0
62.0 0.0 0.0
63.5 0.0 0.0
65.0 0.0 0.0
66.5 0.0 0.0
68.0 0.0 0.0
69.5 0.0 0.0
71.0 0.0 0.0
72.5 0.0 0.0
74.0 0.0 0.0
75.5 0.0 0.0
77.0 0.0 0.0
78.5 0.0 0.0
80.0 0.0 0.0
81.5 0.0 0.0
83.0 0.0 0.0
84.5 0.0 0.0
86.0 0.0 0.0
87.5 0.0 0.0
89.0 0.0 0.0
90.5 0.0 0.0
92.0 0.0 0.0
93.5 0.0 0.0
95.0 0.0 0.0
96.5 0.0 0.0
98.0 0.0 0.0
99.5 0.0 0.0
